session_id,participant_id,status,started_datetime,completed_date_time,time_taken,age,num_approvals,num_rejections,prolific_score,reviewed_at_datetime,entered_code,Country of Birth,Current Country of Residence,Employment Status,First Language,Living abroad,Nationality,Sex,Student Status
620f806171f0e1a6c59aaeec,6011a8082afff7108f8c2a3a,APPROVED,2022-02-18 11:17:56.154000,2022-02-18 11:19:45.700000,109.546,25,295,0,100,2022-02-18 11:53:25.650000,91855C54,Germany,Germany,Full-Time,German,No,Germany,Female,No
620f8097d427e2e99c1ff9ec,5e5baf4674c9533805ebae09,APPROVED,2022-02-18 11:25:45.714000,2022-02-18 11:32:36.873000,411.159,35,401,4,98,2022-02-18 11:53:25.731000,91855C54,Germany,Germany,DATA EXPIRED,German,No,Germany,Male,DATA EXPIRED
620f81c7eaf8a99465f42ca2,5fc0b7cc5c760107e70b80dc,APPROVED,2022-02-18 11:23:54.118000,2022-02-18 11:26:25.400000,151.282,22,93,2,97,2022-02-18 11:53:25.840000,NOCODE,Germany,Germany,Part-Time,German,No,Germany,Female,Yes
620f82b9042b85297c21d385,61278b6f51370e291bdd7fdb,APPROVED,2022-02-18 11:27:55.362000,2022-02-18 11:29:53.628000,118.266,49,198,1,100,2022-02-18 11:53:25.913000,91855C54,Germany,Germany,Full-Time,German,No,Germany,Male,No
620f82d2e44e5b1fd5106cf7,613088d3ebeb416a60746be9,APPROVED,2022-02-18 11:28:20.271000,2022-02-18 11:30:26.317000,126.046,23,101,1,100,2022-02-18 11:53:26.001000,91855C54,Germany,Germany,"Not in paid work (e.g. homemaker', 'retired or disabled)",German,No,Germany,Female,Yes
620f830f97ab2b6892025e17,5ca68513b07d05001755c0bf,APPROVED,2022-02-18 11:29:22.078000,2022-02-18 11:32:25.761000,183.683,28,50,0,100,2022-02-18 11:53:26.073000,91855C54,Germany,Germany,Full-Time,German,No,Germany,Female,No
620f831680958607475cdc7b,60fd1f3378b82433e490d7bf,APPROVED,2022-02-18 11:29:29.818000,2022-02-18 11:31:32.337000,122.519,19,149,0,100,2022-02-18 11:53:26.156000,91855C54,Germany,Germany,Part-Time,German,No,Germany,Female,Yes
620f833f3a1e4545e854ad19,61039e385bbcff631552ce88,APPROVED,2022-02-18 11:30:11.495000,2022-02-18 11:32:32.651000,141.156,32,232,0,100,2022-02-18 11:53:26.253000,91855C54,Germany,Germany,DATA EXPIRED,German,No,Germany,Male,DATA EXPIRED
620f835c6e99e7c714c985e5,60c9f510282b994f965f122d,APPROVED,2022-02-18 11:30:36.226000,2022-02-18 11:33:01.277000,145.051,23,239,1,100,2022-02-18 11:53:26.345000,91855C54,Germany,Germany,Other,German,No,Germany,Male,Yes
620f842e15c92247ec3bf8eb,5ee7fbc114d0a60f9b076fb6,APPROVED,2022-02-18 11:34:14.649000,2022-02-18 11:36:43.369000,148.72,44,632,2,100,2022-02-18 11:53:26.435000,NOCODE,Germany,Germany,Full-Time,German,No,Germany,Male,No
620f849384feeb60c91b34e2,615e8f741080a9481b8e3441,APPROVED,2022-02-18 11:35:47.130000,2022-02-18 11:40:10.696000,263.566,51,47,1,100,2022-02-18 11:53:26.567000,91855C54,Germany,Germany,Full-Time,German,No,Germany,Male,No
620f84a506d4b243af64b682,5b5eeeeb233c3b0001c4a5e2,APPROVED,2022-02-18 11:36:08.156000,2022-02-18 11:37:35.661000,87.505,27,206,3,99,2022-02-18 11:53:26.668000,91855C54,Germany,Germany,Full-Time,German,No,Germany,Male,No
620f84fecdd740396a796abc,5f05b43b8f3e97058d2dc38b,APPROVED,2022-02-18 11:37:45.525000,2022-02-18 11:43:30.574000,345.049,26,417,2,100,2022-02-18 11:53:26.770000,91855C54,Germany,Germany,Full-Time,German,No,Germany,Male,DATA EXPIRED
620f8511bf31b934272431dc,56d8ed30d13f6b000c542ce7,APPROVED,2022-02-18 11:37:56.919000,2022-02-18 11:41:56.422000,239.503,32,573,4,100,2022-02-18 11:53:26.855000,91855C54,Germany,Germany,DATA EXPIRED,German,No,Germany,Female,DATA EXPIRED
620f8521d84845323c588917,61545494289954f49c539daf,APPROVED,2022-02-18 11:38:09.191000,2022-02-18 11:41:09.630000,180.439,36,204,0,100,2022-02-18 11:53:26.938000,91855C54,Germany,Germany,Full-Time,German,No,Germany,Male,No
620f855a6393ed9e2a1533fb,610afc6d2afd394cc940b472,APPROVED,2022-02-18 11:39:10.641000,2022-02-18 11:42:44.815000,214.174,21,71,1,100,2022-02-18 11:53:27.038000,91855C54,Germany,Germany,Part-Time,German,No,Germany,Female,Yes
620f856e9e18274c44234bec,604d17eb4931a500d6e0a3d3,APPROVED,2022-02-18 11:39:34.603000,2022-02-18 11:43:35.114000,240.511,59,200,1,100,2022-02-18 11:53:27.154000,91855C54,Germany,Germany,DATA EXPIRED,German,No,Germany,Female,DATA EXPIRED
620f85cdae69ee01380c98fd,60bf279187fdf927e81eb278,APPROVED,2022-02-18 11:41:01.470000,2022-02-18 11:43:13.788000,132.318,29,74,0,100,2022-02-18 11:53:27.236000,91855C54,Germany,Germany,DATA EXPIRED,German,No,Germany,Male,DATA EXPIRED
